0.000000 1 -3.2679e-07 0.826352 -0.984808
0.010010 1 -0.000491327 0.826352 -0.985299
0.020020 0.999998 -0.00196333 0.826352 -0.986771
0.030030 0.99999 -0.00441831 0.826352 -0.989228
0.040040 0.999969 -0.00785325 0.826351 -0.992666
0.050050 0.999925 -0.012268 0.82635 -0.997089
0.060060 0.999844 -0.0176614 0.826349 -1.0025
0.070070 0.999711 -0.024032 0.826348 -1.00889
0.080080 0.999508 -0.0313772 0.826345 -1.01627
0.090090 0.999212 -0.0396949 0.826341 -1.02464
0.100100 0.9988 -0.0489817 0.826335 -1.034
0.110110 0.998244 -0.0592356 0.826328 -1.04435
0.120120 0.997515 -0.0704509 0.826321 -1.05569
0.130130 0.996581 -0.082624 0.82631 -1.06802
0.140140 0.995406 -0.0957484 0.826298 -1.08135
0.150150 0.993952 -0.109818 0.826284 -1.09566
0.160160 0.992179 -0.124827 0.826269 -1.11097
0.170170 0.990043 -0.140766 0.826254 -1.12726
0.180180 0.987499 -0.157627 0.826238 -1.14454
0.190190 0.984497 -0.1754 0.826222 -1.1628
0.200200 0.980987 -0.194074 0.826208 -1.18202
0.210210 0.976913 -0.213638 0.826196 -1.20221
0.220220 0.972218 -0.234078 0.82619 -1.22336
0.230230 0.966841 -0.255381 0.826191 -1.24544
0.240240 0.960716 -0.277532 0.826198 -1.26844
0.250250 0.953777 -0.300515 0.826219 -1.29235
0.260260 0.94595 -0.324311 0.826252 -1.31712
0.270270 0.937158 -0.348904 0.826302 -1.34274
0.280280 0.927319 -0.374272 0.826372 -1.36916
0.290290 0.916343 -0.400395 0.826464 -1.39635
0.300300 0.904135 -0.427247 0.826582 -1.42423
0.310310 0.890591 -0.454804 0.826726 -1.45276
0.320320 0.875599 -0.483038 0.826896 -1.48185
0.330330 0.859036 -0.511916 0.827091 -1.51141
0.340340 0.840765 -0.5414 0.827307 -1.54131
0.350350 0.820639 -0.571447 0.827531 -1.57142
0.360360 0.798492 -0.602005 0.827748 -1.60158
0.370370 0.774145 -0.633008 0.82793 -1.63156
0.380380 0.747401 -0.664374 0.828036 -1.66112
0.390390 0.718047 -0.695995 0.827999 -1.68993
0.400400 0.685864 -0.72773 0.827727 -1.71762
0.410410 0.650636 -0.75939 0.827081 -1.7437
0.420420 0.612172 -0.790724 0.825866 -1.76763
0.430430 0.570354 -0.821399 0.823818 -1.78874
0.440440 0.525184 -0.850989 0.820587 -1.80636
0.450450 0.476853 -0.878983 0.815755 -1.8198
0.460460 0.425798 -0.904818 0.808869 -1.82854
0.470470 0.372685 -0.927958 0.799507 -1.83229
0.480480 0.318336 -0.947978 0.787375 -1.83116
0.490490 0.263581 -0.964637 0.772349 -1.82554
0.500501 0.209139 -0.977886 0.754486 -1.8161
0.510511 0.155541 -0.987829 0.733978 -1.80356
0.520521 0.103137 -0.994667 0.711095 -1.78864
0.530531 0.0521254 -0.998641 0.686128 -1.77197
0.540541 0.0026 -0.999997 0.659365 -1.75409
0.550551 -0.0454104 -0.998968 0.631069 -1.73543
0.560561 -0.0919171 -0.995767 0.601472 -1.71633
0.570571 -0.136948 -0.990578 0.570776 -1.69707
0.580581 -0.18054 -0.983568 0.539153 -1.67786
0.590591 -0.222728 -0.974881 0.506752 -1.65888
0.600601 -0.263548 -0.964646 0.473696 -1.64027
0.610611 -0.303025 -0.952983 0.440093 -1.62214
0.620621 -0.341181 -0.939998 0.406032 -1.60458
0.630631 -0.378031 -0.925793 0.371587 -1.58766
0.640641 -0.413587 -0.910465 0.336821 -1.57144
0.650651 -0.44785 -0.894109 0.301784 -1.55596
0.660661 -0.480822 -0.876818 0.266516 -1.54126
0.670671 -0.5125 -0.858687 0.23105 -1.52737
0.680681 -0.542879 -0.839811 0.19541 -1.5143
0.690691 -0.571952 -0.820287 0.15961 -1.50206
0.700701 -0.599713 -0.800215 0.123659 -1.49067
0.710711 -0.626157 -0.779697 0.0875663 -1.48013
0.720721 -0.651278 -0.758839 0.0513274 -1.47042
0.730731 -0.675078 -0.737747 0.0149382 -1.46154
0.740741 -0.697557 -0.71653 -0.021609 -1.45348
0.750751 -0.71872 -0.695299 -0.0583235 -1.44622
0.760761 -0.738578 -0.674168 -0.0952183 -1.43973
0.770771 -0.757147 -0.653245 -0.132306 -1.434
0.780781 -0.774444 -0.632643 -0.1696 -1.42899
0.790791 -0.790493 -0.612471 -0.207114 -1.42467
0.800801 -0.805323 -0.592836 -0.244858 -1.42101
0.810811 -0.818965 -0.573844 -0.282843 -1.41798
0.820821 -0.831455 -0.555592 -0.321078 -1.41554
0.830831 -0.842831 -0.538178 -0.359568 -1.41365
0.840841 -0.853134 -0.521692 -0.398315 -1.41228
0.850851 -0.862404 -0.506221 -0.437321 -1.41138
0.860861 -0.870683 -0.491845 -0.476583 -1.41091
0.870871 -0.878012 -0.478638 -0.516094 -1.41085
0.880881 -0.884431 -0.46667 -0.555846 -1.41114
0.890891 -0.889978 -0.456004 -0.595828 -1.41176
0.900901 -0.894685 -0.446697 -0.636024 -1.41267
0.910911 -0.898583 -0.438804 -0.676417 -1.41381
0.920921 -0.901695 -0.432373 -0.716988 -1.41517
0.930931 -0.904041 -0.427446 -0.757711 -1.41668
0.940941 -0.905631 -0.424067 -0.798561 -1.41832
0.950951 -0.906469 -0.422272 -0.83951 -1.42003
0.960961 -0.90655 -0.422098 -0.880522 -1.42176
0.970971 -0.905861 -0.423576 -0.92156 -1.42345
0.980981 -0.904374 -0.42674 -0.962581 -1.42504
0.990991 -0.902055 -0.43162 -1.00353 -1.42646
1.001001 -0.898854 -0.438248 -1.04436 -1.42761
1.011011 -0.894708 -0.446651 -1.08498 -1.42838
1.021021 -0.88954 -0.456858 -1.12532 -1.42866
1.031031 -0.883256 -0.468891 -1.16526 -1.4283
1.041041 -0.875746 -0.482773 -1.20467 -1.42713
1.051051 -0.866884 -0.498509 -1.24338 -1.42493
1.061061 -0.856533 -0.516093 -1.28117 -1.42146
1.071071 -0.844544 -0.535486 -1.31776 -1.41643
1.081081 -0.830774 -0.55661 -1.35282 -1.40953
1.091091 -0.815101 -0.579318 -1.38591 -1.4004
1.101101 -0.79745 -0.603385 -1.41652 -1.38872
1.111111 -0.777828 -0.628478 -1.44411 -1.37418
1.121121 -0.756354 -0.654162 -1.46809 -1.35661
1.131131 -0.733276 -0.679932 -1.48799 -1.33598
1.141141 -0.708944 -0.705265 -1.50347 -1.3125
1.151151 -0.683769 -0.729699 -1.5144 -1.28652
1.161161 -0.658149 -0.752888 -1.52089 -1.25853
1.171171 -0.632424 -0.774622 -1.5232 -1.22907
1.181181 -0.606854 -0.794814 -1.52169 -1.19864
1.191191 -0.581609 -0.813469 -1.51678 -1.16768
1.201201 -0.556792 -0.830652 -1.50886 -1.13655
1.211211 -0.532454 -0.846459 -1.4983 -1.10556
1.221221 -0.508606 -0.860999 -1.48545 -1.07494
1.231231 -0.485236 -0.874383 -1.4706 -1.04485
1.241241 -0.462317 -0.886715 -1.454 -1.01544
1.251251 -0.439809 -0.898091 -1.43587 -0.986809
1.261261 -0.417671 -0.908599 -1.4164 -0.959041
1.271271 -0.395857 -0.918312 -1.39576 -0.932197
1.281281 -0.374322 -0.927299 -1.3741 -0.906317
1.291291 -0.353019 -0.935616 -1.35155 -0.881439
1.301301 -0.331904 -0.943313 -1.32822 -0.857584
1.311311 -0.310932 -0.950432 -1.30422 -0.834769
1.321321 -0.290063 -0.957007 -1.27964 -0.813001
1.331331 -0.269257 -0.963068 -1.25457 -0.792288
1.341341 -0.248473 -0.968639 -1.22908 -0.772628
1.351351 -0.227678 -0.973737 -1.20324 -0.754018
1.361361 -0.206836 -0.978376 -1.17713 -0.736452
1.371371 -0.185916 -0.982566 -1.15081 -0.719921
1.381381 -0.164888 -0.986312 -1.12433 -0.704414
1.391391 -0.143725 -0.989618 -1.09776 -0.689917
1.401401 -0.1224 -0.992481 -1.07114 -0.676416
1.411411 -0.100895 -0.994897 -1.04452 -0.663895
