0.000000 1.570796 0.000000 -0.174533 0.000000
0.010010 1.570305 -0.098094 -0.174533 0.000048
0.020020 1.568833 -0.196163 -0.174531 0.000385
0.030030 1.566378 -0.294183 -0.174523 0.001300
0.040040 1.562943 -0.392130 -0.174502 0.003080
0.050050 1.558528 -0.489983 -0.174458 0.006014
0.060060 1.553134 -0.587723 -0.174377 0.010388
0.070070 1.546762 -0.685335 -0.174244 0.016489
0.080080 1.539414 -0.782806 -0.174040 0.024600
0.090090 1.531091 -0.880130 -0.173744 0.035005
0.100100 1.521795 -0.977304 -0.173331 0.047987
0.110110 1.511526 -1.074335 -0.172774 0.063827
0.120120 1.500287 -1.171236 -0.172042 0.082804
0.130130 1.488078 -1.268029 -0.171104 0.105198
0.140140 1.474901 -1.364749 -0.169924 0.131287
0.150150 1.460756 -1.461440 -0.168463 0.161351
0.160160 1.445643 -1.558164 -0.166680 0.195670
0.170170 1.429561 -1.654996 -0.164530 0.234527
0.180180 1.412509 -1.752032 -0.161968 0.278207
0.190190 1.394484 -1.849387 -0.158944 0.327002
0.200200 1.375483 -1.947201 -0.155404 0.381213
0.210210 1.355499 -2.045642 -0.151293 0.441150
0.220220 1.334526 -2.144907 -0.146552 0.507140
0.230230 1.312555 -2.245229 -0.141118 0.579528
0.240240 1.289572 -2.346881 -0.134927 0.658684
0.250250 1.265564 -2.450180 -0.127907 0.745010
0.260260 1.240513 -2.555495 -0.119986 0.838943
0.270270 1.214395 -2.663251 -0.111085 0.940973
0.280280 1.187185 -2.773940 -0.101119 1.051644
0.290290 1.158849 -2.888130 -0.090000 1.171567
0.300300 1.129351 -3.006469 -0.077631 1.301438
0.310310 1.098644 -3.129700 -0.063909 1.442042
0.320320 1.066675 -3.258667 -0.048723 1.594267
0.330330 1.033383 -3.394324 -0.031950 1.759112
0.340340 0.998695 -3.537729 -0.013459 1.937680
0.350350 0.962528 -3.690037 0.006892 2.131155
0.360360 0.924786 -3.852459 0.029260 2.340744
0.370370 0.885364 -4.026180 0.053811 2.567555
0.380380 0.844141 -4.212200 0.080723 2.812356
0.390390 0.800992 -4.411040 0.110175 3.075153
0.400400 0.755790 -4.622241 0.142343 3.354471
0.410410 0.708421 -4.843565 0.177374 3.646208
0.420420 0.658805 -5.069840 0.215354 3.942003
0.430430 0.606937 -5.291604 0.256259 4.227332
0.440440 0.552931 -5.494167 0.299878 4.480202
0.450450 0.497071 -5.658400 0.345750 4.672337
0.460460 0.439844 -5.764701 0.393118 4.774884
0.470470 0.381901 -5.799824 0.440976 4.768163
0.480480 0.323974 -5.762786 0.488202 4.650142
